Año,Entidad,Municipio,Tipo de delito,Subtipo de delito,Mes,Casos
2020,Guanajuato,Abasolo,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Abasolo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio doloso,Enero,10.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio doloso,Enero,3.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio culposo,Enero,4.0
2020,Guanajuato,Acámbaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio doloso,Enero,6.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio doloso,Enero,3.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Miguel de Allende,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio doloso,Enero,10.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Apaseo el Alto,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio doloso,Enero,15.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio culposo,Enero,4.0
2020,Guanajuato,Apaseo el Grande,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Atarjea,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Celaya,Homicidio,Homicidio doloso,Enero,36.0
2020,Guanajuato,Celaya,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Celaya,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,Celaya,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Celaya,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Celaya,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Celaya,Homicidio,Homicidio culposo,Enero,7.0
2020,Guanajuato,Celaya,Homicidio,Homicidio culposo,Enero,3.0
2020,Guanajuato,Celaya,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Manuel Doblado,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Comonfort,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Coroneo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio doloso,Enero,4.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,Cortazar,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio culposo,Enero,3.0
2020,Guanajuato,Cuerámaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Doctor Mora,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio culposo,Enero,3.0
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Guanajuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Huanímaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio doloso,Enero,39.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio doloso,Enero,4.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio culposo,Enero,12.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio culposo,Enero,13.0
2020,Guanajuato,Irapuato,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jaral del Progreso,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Jerécuaro,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,León,Homicidio,Homicidio doloso,Enero,41.0
2020,Guanajuato,León,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,León,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,León,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,León,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,León,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,León,Homicidio,Homicidio culposo,Enero,11.0
2020,Guanajuato,León,Homicidio,Homicidio culposo,Enero,5.0
2020,Guanajuato,León,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Moroleón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Ocampo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio doloso,Enero,4.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio culposo,Enero,3.0
2020,Guanajuato,Pénjamo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Pueblo Nuevo,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Purísima del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,Romita,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Romita,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio doloso,Enero,30.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio doloso,Enero,8.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio culposo,Enero,5.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio culposo,Enero,7.0
2020,Guanajuato,Salamanca,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio doloso,Enero,5.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Salvatierra,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Diego de la Unión,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Felipe,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio doloso,Enero,10.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Francisco del Rincón,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio culposo,Enero,1.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San José Iturbide,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio culposo,Enero,2.0
2020,Guanajuato,San Luis de la Paz,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Catarina,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio culposo,Enero,3.0
2020,Guanajuato,Santa Cruz de Juventino Rosas,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Santiago Maravatío,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio doloso,Enero,2.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio culposo,Enero,4.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio culposo,Enero,5.0
2020,Guanajuato,Silao de la Victoria,Homicidio,Homicidio culposo,Enero,0.0
2020,Guanajuato,Tarandacuao,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Tarandacuao,Homicidio,Homicidio doloso,Enero,0.0
2020,Guanajuato,Tarandacuao,Homicidio,Homicidio doloso,Enero,1.0
2020,Guanajuato,Tarandacuao,Homicidio,Homicidio doloso,Enero,0.0
